start_time,end_time,id
1238304272.669923,1238304282.523437,68DFC5D4D3
1238366930.2890658,1238366938.104248,175D519BB0
1238320311.878903,1238320319.144531,E69D7F1EB0
1238320609.363278,1238320618.21875,6C8AE95811
1238321997.6474638,1238322004.945312,48C40ADC6E
1238332438.686522,1238332449.095703,8EC22C85A4
1238332563.864133,1238332572.140625,0730BBF083
1238309420.5185552,1238309429.179687,0E0A552F28
1238311199.6132772,1238311206.728759,887445E58A
1238336740.445316,1238336748.310547,DC79661669
1238327364.5,1238327372.715454,34C78E7966
1238378591.6171908,1238378599.41809,ED5452CDD4
1238378614.6220672,1238378622.007812,AF921215C9
1238309592.102054,1238309599.771606,C9837D0939
1238310055.011717,1238310062.367187,7F604D42D2
1238355993.905148,1238356001.78247,620D9F9B70
1238379026.0883758,1238379033.552734,B1AB97A77B
1238341133.115232,1238341142.320312,8D1051F80D
1238356436.052242,1238356443.661132,846D644541
1238397828.5319788,1238397835.731445,504BB93849
1238333211.869625,1238333222.484863,505699FF40
1238319314.6435502,1238319323.092773,DF06AF6809
1238370158.011716,1238370172.695556,42248AC974
1238383370.839847,1238383378.884765,B4B7CE8BF1
1238386610.5537071,1238386618.0,FD995C115E
1238324040.614263,1238324049.28125,7D3883D462
1238324068.885742,1238324076.511718,D62214EC7C
1238324128.56348,1238324137.490234,EFD39C5684
1238324236.71484,1238324245.571045,02599FFD41
1238307612.554684,1238307620.773437,2A57CCDBAD
1238302264.8940408,1238302273.536132,3BA4F06771
1238305478.111328,1238305487.078125,CB2BB10468
1238478718.852536,1238478727.0083,CACBBF1B6B
1238478909.718753,1238478922.433593,2565BF0386
1238479283.980464,1238479291.712402,4ED485EC2B
1238479315.121091,1238479323.064941,940087AAB6
1238462343.554685,1238462351.770752,363D4D3E5D
1238475757.681645,1238475765.762695,085E8DFF89
1238417301.208984,1238417308.48291,4B1931B55F
1238409278.0,1238409285.34375,E0606EF0D8
1238446063.450192,1238446070.791992,3BD7502380
1238446301.8935528,1238446309.467529,659C8D9A07
1238472594.180661,1238472601.31958,D01C6B7B6D
1238480788.119144,1238480795.875976,D882CA999B
1238480853.609378,1238480863.320312,358D25F9E5
1238474886.9938972,1238474894.546386,694F503A29
1238473480.012698,1238473488.182373,28D6C043EE
1238480339.499019,1238480348.0,9E3C249716
1238480441.724611,1238480449.355468,C0ABC35C64
1238423403.822262,1238423412.027343,B902DF5F36
1238458304.299924,1238458313.605468,ED6A3FB35E
1238490276.093745,1238490284.84375,94C2997961
1238413144.2900422,1238413151.845214,F203611D0E
1238480977.585699,1238480985.6875,B12962AB41
1238424453.141605,1238424463.852844,0093D8A0D4
1238407676.417485,1238407683.902343,6A1AA57050
1238485818.747067,1238485828.967773,BEF6876FCE
1238424146.087407,1238424155.03125,912990D577
1238492102.772459,1238492111.605468,D9D48AF516
1238462757.389166,1238462765.673828,1D088A1AD2
1238491781.8181112,1238491791.276367,A168CE4D45
1238474858.0,1238474865.892578,609328B291
1238457839.214841,1238457846.44873,6B07E83A9E
1238460191.896116,1238460205.423339,1775A02978
1238451070.46973,1238451077.746338,258A686405
1238462524.703128,1238462534.661132,C2F51B6CEC
1238464420.579098,1238464429.903076,9C2148CA5E
1238474234.552734,1238474242.095703,76917CB69A
1238474393.475582,1238474403.234375,DE96A1B7BF
1238484767.0273468,1238484774.148437,E6374DB614
1238475818.8874528,1238475826.845703,E17787FBB6
1238448494.4343278,1238448501.501953,F291F90155
1238452805.411134,1238452812.581054,AAF0634DC2
1238481966.951175,1238481974.307373,1F429BDB4B
1238481981.951175,1238481990.445312,B921FC02F1
1238446600.353512,1238446607.370605,D23CAFF598
1238444954.000005,1238444961.27539,52A0F5FA1E
1238413932.400396,1238413939.851562,69104225F1
1238461861.906245,1238461869.206298,493E1E23FE
1238462074.554691,1238462082.313476,465CBF08B4
1238454200.385739,1238454207.568359,84CC0309F1
1238416926.196286,1238416933.689453,A7CA178226
1238482576.463868,1238482584.221679,5ED28E0653
1238482627.7187471,1238482636.697265,43C1FBB5C8
1238453791.79883,1238453799.730468,7F85862A2C
1238484346.606939,1238484356.0,7540B300A9
1238471548.5039022,1238471557.080932,455ADB3401
1238471638.57813,1238471645.976562,BBC4413EAE
1238447668.088867,1238447677.192382,7AEA3152DE
1238418441.797854,1238418449.500976,03F33A6409
1238473187.384769,1238473199.30957,FEAA92BF65
1238476471.314456,1238476480.973632,B5747CC575
1238485639.742188,1238485648.77832,E3426B2E8E
1238489918.016598,1238489925.228515,5A8AC343E3
1238490959.200441,1238490969.256836,C3EF3A3FCD
1238425720.510499,1238425729.594238,502EC7FF86
1238461231.550783,1238461239.399414,69C00F5379
1238447071.7763689,1238447079.919922,AA550583BA
1238447111.695309,1238447119.849609,563127B7CA
1238506630.696415,1238506642.0,0B34B37F0E
1238501644.992672,1238501652.324218,5ACB129027
1238572119.342775,1238572126.386718,B06A19C56B
1238554764.703126,1238554771.897461,32D86EEE1F
1238544316.5036612,1238544323.644531,4D024ACB3F
1238513980.0,1238513988.143554,CA1584E2B0
1238514243.978519,1238514251.372314,6B96B6EF86
1238574506.376954,1238574513.660156,E742C24E75
1238556133.097902,1238556141.026367,9E7D74ECDD
1238591741.974609,1238591749.348632,8E22008B42
1238591778.368168,1238591785.597412,C8C6D329F2
1238591958.645511,1238591966.108398,26FB206B12
1238592032.3584,1238592042.0,EC6EF21730
1238592080.523435,1238592089.152832,14A3F64BBE
1238506121.187503,1238506129.740234,7E485183CD
1238557330.364261,1238557338.294922,D35B826C87
1238533843.114263,1238533851.360229,588CD3DD54
1238533892.8984342,1238533904.864746,8D572F45F7
1238533957.306155,1238533964.542968,F0FDFADFA4
1238562016.957035,1238562025.508789,F1ACBA0234
1238562210.467772,1238562218.675781,8AA887D5C7
1238555687.1341531,1238555696.0,C5ADC85EBA
1238583847.68848,1238583854.826172,2ADE7FAEB2
1238543856.57739,1238543864.655273,759028847A
1238583325.8505888,1238583334.66455,06EF217397
1238555027.62695,1238555036.185913,F94C875C65
1238508735.796878,1238508745.9375,0989E51E15
1238558770.2167969,1238558777.887207,BA613622ED
1238581447.534184,1238581456.726806,020B3F6F03
1238581633.38965,1238581641.721679,CC19A08736
1238503331.648437,1238503338.739746,D441A15F8A
1238586149.754884,1238586160.335937,2E3D018313
1238586209.9301789,1238586217.645996,4023464834
1238586394.0273468,1238586401.097656,7DCCA20F30
1238502152.1314652,1238502159.175781,D765671BF7
1238581907.142581,1238581915.097168,A5D57A1320
1238505278.0,1238505285.787109,3DD4F58885
1238505438.310786,1238505446.324218,0C78599FED
1238580620.139645,1238580627.609375,61E19F7D29
1238589057.441403,1238589067.423828,F8E61EB078
1238507648.8437471,1238507655.917968,FF9C51C176
1238504180.662599,1238504190.170898,9817919F13
1238508410.175784,1238508418.764648,AF35C4730C
1238574134.2500029,1238574142.443115,3881832B5A
1238585298.255857,1238585307.430664,52BEBB8EC0
1238547595.540529,1238547602.672363,01AED49E41
1238595758.197269,1238595765.351562,7904E9550A
1238502858.2334025,1238502866.761718,BE38F371D3
1238557808.8632772,1238557816.620117,DC5D39DBF7
1238558354.581544,1238558361.99707,66DDA47EB4
1238533721.288082,1238533730.0,8BA98AB7EA
1238514791.380862,1238514799.285644,BE54FB9D90
1238571895.095702,1238571905.176757,0718A567EF
1238563531.199218,1238563538.264648,49B4A4AAC4
1238563608.038083,1238563615.784179,CC54FAFDB9
1238549882.819829,1238549890.045898,E52A84249B
1238505696.8125,1238505704.0,CCA679982B
1238587210.0034132,1238587217.064453,2F420998BF
1238590150.856448,1238590159.031982,42DDC30F6B
1238647501.166012,1238647510.575195,5ADEAFE38A
1238685318.375978,1238685326.082397,9FF6DB504B
1238685412.0,1238685421.190307,1066CDF8C8
1238694834.260257,1238694841.5,5C635BAF33
1238694897.809085,1238694905.625,7DD7C1C89D
1238666226.545412,1238666234.255859,E285509AE3
1238659512.545898,1238659520.24707,038EC515D3
1238614226.950195,1238614234.34375,1C836822BE
1238614396.053712,1238614404.445312,9C3E109F65
1238614638.959964,1238614646.5,6B3B08A1FC
1238693512.711911,1238693520.292968,9C9424B016
1238683148.039063,1238683155.205566,5A37D01652
1238651559.451176,1238651567.020019,9DB7084827
1238692494.987798,1238692502.249023,877154C703
1238663364.460942,1238663371.504882,6E617CA59A
1238663445.1748078,1238663453.518066,5190FBF052
1238663673.312498,1238663680.867187,F4046316A5
1238663681.155757,1238663688.513672,2248A55AE8
1238667931.6540482,1238667939.675048,0CA7A70E64
1238649337.425784,1238649348.032714,51B105C35B
1238649396.0,1238649403.27539,42A79D27B8
1238654455.4052782,1238654466.608398,BEE96227BD
1238680012.757818,1238680019.914062,6DA2ABEAA9
1238671632.57178,1238671639.786377,94DBF2B6DD
1238669777.6249971,1238669788.046875,E9D81D9927
1238662946.151857,1238662955.291015,8D21F3BA3E
1238646768.0,1238646775.142822,BAC630E8E6
1238678262.341793,1238678269.772461,A8D93CADAF
1238646496.3388698,1238646504.958984,9A71E3345C
1238615647.9633758,1238615659.336914,444457869B
1238660418.6965292,1238660425.8125,36751AC38D
1238685122.0375988,1238685134.705078,75A7397F74
1238678598.0,1238678606.072265,E173E4FA16
1238696472.265625,1238696479.358276,8D4C2B3D94
1238613470.526857,1238613478.0,9D1D2F8C16
1238650607.77734,1238650616.820312,FB8DC0EAE8
1238666469.386724,1238666479.178711,2078FDF206
1238666534.5000038,1238666542.541992,82D8AAB405
1238680139.8837922,1238680147.638672,340786648B
1238681165.177732,1238681174.173828,E29F7EE3DB
1238619206.43945,1238619213.442382,FCEBD7F0AA
1238619317.1201198,1238619325.761718,986E16871A
1238683854.777345,1238683864.0,FB5E0FED15
1238686332.636716,1238686341.23291,1CF9F277FE
1238665509.638668,1238665517.461792,9D3890C842
1238698516.232425,1238698523.585693,FF2F4B28F7
1238698194.291744,1238698201.46289,1847E997BA
1238698212.666868,1238698220.0,97C7192E52
1238615368.322507,1238615375.730224,E217327878
1238615425.139891,1238615432.483398,D8A9B23EFB
1238615527.571779,1238615535.299804,16E2673FBE
1238615540.127927,1238615548.936035,5A5E706786
1238651606.058597,1238651615.740234,62D734DF27
1238679587.4462888,1238679594.988281,51CE4C219C
1238661072.998043,1238661082.018066,B4C7626A48
1238689108.96484,1238689116.62207,FFB217B978
1238689301.894534,1238689310.89331,A4F86DF95E
1238695489.6279328,1238695497.882812,889DA01294
1238682735.467777,1238682742.541992,49497718FD
1238686553.84375,1238686561.720703,B2DB6D2509
1238667410.030273,1238667418.3125,2D148F2903
1238667575.084961,1238667582.9375,78ADDAF296
1238667742.2548828,1238667754.007812,03BB3B5A3E
1238692128.700196,1238692139.006836,0D18F0EF92
1238654378.0,1238654385.226562,709BA87D4A
1238647195.6274428,1238647202.877929,703DC459FA
1238667068.0,1238667075.938476,AD250142CC
1238688823.81934,1238688831.780273,2C39E001BC
1238612761.2529328,1238612772.394531,5A02D316D7
1238612772.398441,1238612779.721191,629E6D69D4
1238612975.359865,1238612982.685547,E06DCEC7CF
1238687560.173831,1238687568.0,912FE64322
1238652492.501953,1238652500.488281,A47660B8A1
1238693784.194336,1238693792.05664,7B5938CD5A
1238649539.083497,1238649548.646484,385A7F4C35
1238656627.451175,1238656635.287109,3EB842B836
1238656679.3652349,1238656687.685791,8D83962D2C
1238656722.0224571,1238656729.764648,A201352FC3
1238614725.218991,1238614732.924804,2DE0BDCE71
1238647790.953122,1238647799.624267,30632B6EC1
1238690766.5922878,1238690775.186767,FC60540E85
1238690840.501468,1238690847.668945,8FC27DC8D2
1238741230.99939,1238741238.367187,55ECAD7049
1238778154.996093,1238778162.0625,BF88FC0C67
1238727045.396487,1238727053.708984,A8DA4A13B8
1238781910.035156,1238781917.157226,D7D20B2F62
1238794251.533207,1238794260.708007,DCEA57995D
1238767688.569097,1238767695.854492,5C526EC2F1
1238793459.258786,1238793468.09082,A50C41CBC4
1238776096.59326,1238776104.095092,1739A884B0
1238773951.195317,1238773958.859619,2819A3CE47
1238774133.956051,1238774141.448425,CE7B1F2961
1238797699.823246,1238797707.195922,1DC5706F0E
1238758212.763675,1238758220.055786,59871B2016
1238769756.72949,1238769763.873535,7028F15DE2
1238760898.155149,1238760906.103515,125C9B635A
1238750912.217777,1238750919.224609,60CEC74B69
1238725840.137692,1238725847.366211,D6584D9F7E
1238757938.315432,1238757948.192382,4CBF028AD3
1238727349.32227,1238727357.398925,043D9488B6
1238727477.5937471,1238727485.65625,5A7E00360A
1238738890.3339849,1238738897.614257,B0FAD6D69B
1238752090.167971,1238752099.084655,393A9084D3
1238781077.149655,1238781084.528686,DCD7346CBA
1238756722.8125,1238756730.228515,EFCAA07877
1238768699.630858,1238768707.228759,164320448A
1238768773.13501,1238768782.666015,965B3F55B1
1238755701.8056638,1238755709.603759,8A3025A2A9
1238758492.054683,1238758499.461914,678EDFDB9D
1238732534.630856,1238732542.0,57C775488B
1238748803.045894,1238748810.783203,5EAF865405
1238781344.0712929,1238781351.53125,560004076B
1238731853.3271532,1238731860.71582,45F3C9E22E
1238767041.373043,1238767049.398437,0945B8A85E
1238718217.624514,1238718227.276855,993F4A59B6
1238731364.09766,1238731371.861328,AE0BE37746
1238737844.221682,1238737851.734375,6DC0A7E2EE
1238746376.733645,1238746385.667968,6CBF744075
1238739484.494137,1238739491.705078,4EED11ADDC
1238794789.7314448,1238794797.863281,14E3E2C212
1238758664.453125,1238758672.112304,7951226790
1238747848.279172,1238747855.776367,BC6EB6E6B5
1238748113.4999988,1238748120.512695,F5526BC131
1238780614.3749971,1238780621.96289,191D890248
1238784772.271,1238784780.8125,DC00619B02
1238759813.291012,1238759821.800781,CEBE522D17
1238759835.90723,1238759843.693359,94686D55C1
1238786649.417965,1238786660.15332,B5666E50E7
1238716129.577145,1238716137.070312,8ABB5195A3
1238716864.276364,1238716872.316406,040BE5AB2F
1238761806.707521,1238761813.898071,6FAC073926
1238779734.609869,1238779741.735351,286ED39222
1238733007.56055,1238733016.52832,3AA3ACD93E
1238748366.82471,1238748374.770019,1732D82204
1238749933.12109,1238749941.594726,0626AD4FAB
1238763345.444339,1238763352.701172,9A2005C50C
1238899357.814945,1238899365.589843,789B2B19A6
1238898904.658199,1238898913.096679,448C29E223
1238898520.300779,1238898527.666015,A67C7680FC
1238837314.4179711,1238837321.42041,8E601F1BE3
1238853469.494141,1238853477.798339,796267E8E0
1238824590.89062,1238824598.448242,02BF9FDD70
1238825300.640624,1238825311.222168,7D71BC54EA
1238845765.572515,1238845772.709961,E66C909070
1238845404.1123002,1238845411.384765,00A672B53B
1238819503.473629,1238819510.855468,1D84CAE802
1238834791.543943,1238834799.014648,7E9677682F
1238833094.0195272,1238833101.266357,BD037ACAC2
1238807584.0,1238807591.508789,F1A62D0322
1238807623.730962,1238807631.478027,8D7898AC19
1238810172.672364,1238810180.621093,167A958EAF
1238829916.89258,1238829924.909179,B7E47F4B26
1238905592.0419888,1238905599.063903,8B44B4ED41
1238925000.41797,1238925008.641601,883770DD25
1238919481.078127,1238919488.579345,C077D8EF10
1238909284.455077,1238909291.827148,4904441B44
1238905968.200198,1238905978.696777,99CFEB844E
1238907235.2373078,1238907244.126953,4423B69D0F
1238999760.3893409,1238999767.589355,6838F42DFB
1238925216.371091,1238925224.284179,C14AFBE8A4
1238923975.951177,1238923983.575195,7558462BE8
1238998122.355474,1238998130.290039,D9864E9789
1238913034.473632,1238913042.717651,091EC78637
1238913407.600591,1238913416.49414,8437FAC201
1238909520.0,1238909527.506836,FE206CC4E5
1238999397.9250522,1238999406.208984,3FB20989E6
1238928919.663082,1238928926.731933,78EE56EE14
1238950317.89062,1238950324.954101,FAEBC29F10
1238919926.4999971,1238919935.425781,64BB932751
1238929823.9577649,1238929832.006347,4920EC6647
1238992456.449215,1238992464.018554,EF8AB4357F
1238945052.527345,1238945060.982422,CC9266D420
1238904326.888669,1238904337.263672,EC668D6987
1238990175.899417,1238990184.0,09B02C59AC
1238933131.103513,1238933138.534179,EF9CC4A679
1238926308.7191138,1238926316.0,D9C7DD6DC0
1238994258.8789089,1238994267.248047,5CA61EB3DE
1238920922.849606,1238920930.693359,03D661EC86
1238946910.572267,1238946918.401367,6269D75841
1238939684.249023,1238939691.469726,39790C645C
1238999110.269531,1238999117.464843,9D5B44D69A
1238997963.410161,1238997970.634765,69B6E59C67
1238903544.355958,1238903552.108154,FB8741CBE7
1238994843.214844,1238994851.546875,C8E017210F
1238994878.908203,1238994886.08435,AEB881D1DE
1238917221.7451198,1238917232.150879,082EE7F677
1238944147.90527,1238944155.640625,37BAD7A4DA
1238921391.948484,1238921400.251953,E0E4E4AAB7
1239039608.917974,1239039619.799316,5D57F3936D
1239063328.1201198,1239063335.467773,970291424E
1239070771.6294,1239070779.817382,3F0A69B3B3
1239039476.0,1239039484.008545,F55AA7A291
1239001031.794918,1239001039.02124,1FAFB9E131
1239001218.985348,1239001226.276611,14C0F5696D
1239023822.733395,1239023830.256836,E8B9579DA7
1239091523.467774,1239091532.818359,6EC189BF3E
1239002390.4726589,1239002399.141235,7C2384B3F2
1239002607.548825,1239002614.965332,A1CD0BA243
1239064568.0,1239064575.380981,215B64ECCF
1239098628.0,1239098636.535156,7BFF4847FA
1239071783.454103,1239071791.02832,D1F78548C7
1239025312.8593771,1239025320.0,56977CC526
1239025590.50586,1239025598.914062,72A45F045D
1239005059.45313,1239005068.016601,A83CB6E8C6
1239082665.3662078,1239082673.558593,F59A785346
1239024993.671383,1239025001.984985,41D99A9C90
1239006210.662355,1239006218.253906,0CD67A0834
1239096593.239262,1239096600.385742,6D5BF1FB7B
1239060879.964605,1239060889.935547,3A866ECFEC
1239061170.303226,1239061178.125,773C69A85E
1239004808.0,1239004816.844238,4B3986A67B
1239022160.215822,1239022168.300781,F54B66E49D
1239062748.633303,1239062755.648437,D32AC432F9
1239062985.076293,1239062992.212402,30917E490E
1239069055.028323,1239069067.118164,4B7614CCED
1239094643.311527,1239094651.17041,642D581916
1239060611.247562,1239060618.71875,C1E9047F8B
1239060823.583004,1239060832.0,5EF6FBC02F
1239060375.875,1239060384.576172,C54C460BD9
1239090449.2695322,1239090456.500488,80CE26A2EB
1239006914.364257,1239006921.482177,70ADCB99D6
1239041435.9648411,1239041443.15332,88D07CF04E
1239066343.6220698,1239066352.0,CE46B46478
1239071247.836915,1239071255.175781,02253225A1
1239071404.2031202,1239071411.996338,A26EA23AA5
1239097021.300781,1239097028.856689,825A08B529
1239061828.7861328,1239061836.639648,1AD099B906
1239075002.5341828,1239075009.990844,C2875FC2E3
1239064014.3468611,1239064023.058593,9D955DF864
1239001317.702152,1239001326.224609,AA680FDA90
1239043923.135747,1239043930.84375,3BEABAB94E
1239067348.5554209,1239067357.034301,C475F91903
1239080236.8749971,1239080244.238281,2D980D9FC1
1239086330.814456,1239086342.089843,2079692560
1239006075.380862,1239006083.297363,FC8A8CEE75
1239105379.1064448,1239105387.009765,DF78D0DE94
1239168853.545901,1239168860.905273,B26F5F3853
1239100469.9775388,1239100477.545654,2AC5462633
1239197178.1201189,1239197185.133789,8045C09FD2
1239157306.375001,1239157315.0,7D61478FEA
1239131318.327148,1239131325.647461,F4EFD1B735
1239187627.24902,1239187634.750366,DAEC6FBC45
1239101709.3828158,1239101717.700195,AE13EE360E
1239178947.703619,1239178955.539062,EE9984E3CB
1239141445.801755,1239141454.278808,0D6F62E1AA
1239170734.129888,1239170741.809082,41C8D4CE35
1239198610.8344698,1239198618.916992,324A349061
1239165165.378906,1239165175.360595,E2A482E6DC
1239147151.441402,1239147158.991211,5FCD2D2B8A
1239133456.9612992,1239133464.842163,74C10FA088
1239155154.121337,1239155161.207031,07019334AE
1239175473.232422,1239175481.179687,AAEA4095B1
1239143175.22656,1239143182.689941,FC42B778DA
1239138549.155272,1239138557.295898,BC743F8439
1239173458.23242,1239173466.15039,11DF62C851
1239157743.896486,1239157751.04602,F8AA5590C1
1239139959.7499971,1239139968.613281,40D3B93F7B
1239103013.862305,1239103021.268554,F025C2B32B
1239183984.585935,1239183992.982422,166654C535
1239150966.015628,1239150973.696777,16D871EC17
1239208068.103512,1239208075.211914,5036A59B14
1239204202.932371,1239204210.7583,FE0032CD7B
1239215573.0,1239215580.208984,E417EC0A29
1239214177.227536,1239214184.363403,8BCB1B0531
1239213848.759892,1239213857.910156,66AA970A7C
1239213196.58984,1239213204.534179,7BD684181A
1239398235.153074,1239398245.554687,28F573FD49
1239395638.703125,1239395651.995849,FFB47EDF07
1239393103.050905,1239393112.947265,593F917FE1
1239395134.0,1239395141.951172,EE7A03E5E0
1239423418.818609,1239423425.8833,F9901834E0
1239423620.199707,1239423627.252624,5B3144F076
1239421334.750978,1239421342.023437,1A8009C9F3
1239439081.881834,1239439090.25,739BF34EF9
1239422612.3681629,1239422621.125976,9E5C62BBEF
1239426601.312501,1239426609.975097,C1879287D2
1239496727.679689,1239496736.0,5E7D3D113D
1239423235.383303,1239423244.822754,DEBBE736E4
1239425180.2021449,1239425187.722656,9DA955EDB8
1239442794.048825,1239442801.355468,FDF2BA1D65
1239488221.977904,1239488231.356445,FBD02B7FB9
1239415327.7609851,1239415336.087768,12D8800359
1239415648.435057,1239415655.688476,08242B8870
1239443921.5,1239443928.624511,0130BB1C25
1239444021.091796,1239444028.883789,B3304AA8E0
1239450833.399411,1239450842.867187,52BAD5472B
1239450967.6977549,1239450974.79541,C7FB14EB75
1239451086.074219,1239451095.612793,8C8DE82E34
1239433220.931642,1239433231.201172,AC3E357396
1239446613.5068388,1239446622.0,30109B71F8
1239429742.898928,1239429751.721862,7FDBA8CABA
1239414559.796506,1239414567.206054,11B015A317
1239434576.269535,1239434587.796875,2A46DFC8AD
1239440180.05469,1239440188.735839,239175DD82
1239491957.607426,1239491965.03125,E4E5C4B265
1239496873.914311,1239496881.984375,F53E3DD119
1239449764.597657,1239449772.0,DAB4CE9660
1239444177.5825229,1239444184.686767,A450963009
1239420813.387202,1239420821.070312,8AAC35F2B3
1239449532.890628,1239449541.264648,2A541C68FD
1239414430.2812471,1239414438.323242,2ED97A011B
1239435456.693851,1239435464.018554,2901BF196E
1239494294.2812471,1239494302.999511,D339B27464
1239424058.684567,1239424068.0,6CF0DBEAB3
1239417094.0805678,1239417101.765625,AD147E2C07
1239447640.41016,1239447647.789062,ABEAECAF26
1239495839.15723,1239495846.224609,C598C44530
1239494928.3466809,1239494937.036132,F81405F8EF
1239427546.55078,1239427553.696289,47FCB88503
1239490864.781245,1239490872.068359,DCDC3F5D0B
1239499281.414059,1239499292.289062,1D9975C6BB
1239514744.653323,1239514754.36914,F82B5CDAA4
1239509443.420894,1239509453.330078,DA064FA15C
1239543436.169925,1239543443.738281,DB1BB53869
1239591512.0,1239591525.578125,6A31435417
1239591725.25,1239591732.625,1F2393D3C2
1239593937.2812471,1239593945.027343,E19791B457
1239516485.702154,1239516493.241699,37C021B2CD
1239516936.8300772,1239516944.019531,3CFFAC3CD5
