GPStime,id,ifo,label
1246100849.629,rVuocGcbsw,L1,Tomte
1245832505.754,uwS6Kd5MOK,L1,Tomte
1245470832.424,7hAhH1bCqh,L1,Tomte
1244223440.729,m7KaboAecD,L1,Tomte
1253694401.066,1mPQbBSMUw,L1,Tomte
1241978229.432,tyVUa6IZeD,L1,Tomte
1253781250.809,4AvcPpVdVV,L1,Tomte
1250166474.113,Sa8tvbGegs,L1,Tomte
1252989656.09,RLlNT1Rt9R,L1,Tomte
1252544340.457,qiRkx8X1GS,L1,Tomte
1253263973.107,gKIkz7tOIA,L1,Tomte
1246712052.207,xBWqMzOaBZ,L1,Tomte
1248343512.793,HyHGT8uxFq,L1,Tomte
1250445697.965,1OSEC1X5C2,L1,Tomte
1238829749.027,vpCHENU05x,L1,Tomte
1240708809.73,aJKjsrfbDi,L1,Tomte
1250486836.02,N2lZXlyWAl,L1,Tomte
1247686499.902,8W1OjL263w,L1,Tomte
1247856325.824,k7uzWbDxiJ,L1,Tomte
1253619571.623,cxgsUyRJFV,L1,Tomte
1250858156.746,0bpxW7aeZz,L1,Tomte
1249283343.324,UIKkplGRQL,L1,Tomte
1251868526.965,0Uec3WYLup,L1,Tomte
1242887545.512,rrgR4hYIJ2,L1,Tomte
1250731222.119,i51XuK1Htw,L1,Tomte
1246771212.582,NMZMpjKTrf,L1,Tomte
1252560642.459,JNwEpFpMm0,L1,Tomte
1242873448.051,J6O5XrcAvD,L1,Tomte
1249590532.762,oMNOvbPJtp,L1,Tomte
1244889828.137,jQLl1ssQTh,L1,Tomte
1249124474.301,tICwC0Spi4,L1,Tomte
1240458014.684,WiXxi7PJBG,L1,Tomte
1249698318.168,nn3PdMCOvy,L1,Tomte
1253213129.871,x6ziv76l2F,L1,Tomte
1245081711.145,RZ007aXlbt,L1,Tomte
1251139287.926,ALXryHl8wr,L1,Tomte
1246886491.551,0MWpyA3zFC,L1,Tomte
1249078563.723,I7jeJPi5z8,L1,Tomte
1242413555.348,B3sayIi78Z,L1,Tomte
1251797536.004,L6bHJEw0jx,L1,Tomte
1252099979.496,FyDiCR3vVw,L1,Tomte
1240453766.824,qihJYuh1ZC,L1,Tomte
1252357991.793,ncwVSYR7pM,L1,Tomte
1239025005.518,ahgVBBjRQQ,L1,Whistle
1241584373.285,dxvrXedwYO,L1,Tomte
1246563298.77,FAFFTFN4kY,L1,Tomte
1246459268.848,QPmn470PcF,L1,Tomte
1242884533.818,6DtzsoeMsr,L1,Tomte
1239182546.691,IGDVQ5ZGVD,L1,Tomte
1250126606.879,C7FZn0zjXh,L1,Tomte
1241417786.23,ytbOJZMJJi,L1,Tomte
1248263183.98,kQ8mFG4Znr,L1,Tomte
1249961488.256,f3iqBpnfOR,L1,Tomte
1249002298.545,A2IuMFbtA5,L1,Tomte
1241869666.074,ftVa7igxbk,L1,Tomte
1243895118.152,PvERfspXwk,L1,Tomte
1241949747.496,XYARvZ3DOy,L1,Tomte
1250319375.957,AgLDAlEYkW,L1,Tomte
1252722818.918,51yYCMQ8Y9,L1,Tomte
1248197035.316,1JAg2K8zJR,L1,Tomte
1247952282.652,mhJJIZpeA5,L1,Tomte
1246710493.068,MbhLPLCms6,L1,Tomte
1250339285.467,5kKaaMBkrr,L1,Tomte
1251966568.73,nCUgE7IUGU,L1,Tomte
1241238344.605,4uk3raUfqt,L1,Tomte
1247572837.34,YQRvTYcBeB,L1,Tomte
1244844404.113,mYjEzNmTg7,L1,Tomte
1251332752.98,DSLBJNYHX1,L1,Tomte
1241521581.811,281ENH7xD5,L1,Tomte
1253346684.84,dWRIJGK96I,L1,Tomte
1242151491.064,MAmnypc5Zo,L1,Tomte
1253057296.355,76Dkj5bFEM,L1,Tomte
1243311978.254,dq6DnbtZUD,L1,Tomte
1242526037.949,rrlHx4gQhs,L1,Tomte
1253000499.785,zFvGEhgfn7,L1,Tomte
1249480739.098,o7C8kP3ixt,L1,Tomte
1244030234.23,UgLqeG9kFt,L1,Tomte
1246083819.566,xRSMcXxDl1,L1,Tomte
1248246633.145,w82j51a18a,L1,Tomte
1243291723.396,yHsDdNUEr8,L1,Tomte
1249263635.762,oSiOYQ86Pf,L1,Tomte
1246779475.051,o6b2KnEkOE,L1,Tomte
1244709047.479,4KxL2ND7e6,L1,Tomte
1250901268.973,luT4QksQF1,L1,Tomte
1252048809.543,BpAA84NUec,L1,Tomte
1248691690.268,SzUWegLzyl,L1,Tomte
1253302080.465,egGIMuyID8,L1,Tomte
1240352163.824,cx7gNxIGDR,L1,Tomte
1248620203.121,DJBRFFbGDo,L1,Tomte
1243898343.77,prVNRAkOcy,L1,Tomte
1248959015.863,Ck9ieCO8Er,L1,Tomte
1249320424.098,tds2noOddV,L1,Tomte
1248770446.914,QfG1sDedoj,L1,Scratchy
1249120280.537,JduUXQMNxR,L1,Tomte
1240605700.684,00MUOVTJZp,L1,Tomte
1244618649.066,W8kzTX69tB,L1,Tomte
1243543978.535,PJ5FIvF1lQ,L1,Tomte
1249355430.809,Zg5URlZ6ZM,L1,Tomte
1245988245.988,eBFXQVx7f3,L1,Tomte
1249516921.301,6DdlCR3rIX,L1,Tomte
1253101859.473,5p0Y1a4AAS,L1,Tomte
1251332106.77,cO9c9X4qFh,L1,Tomte
1252906900.707,JrnxSDLkzj,L1,Tomte
1247624924.066,mWMRBceNNy,L1,Tomte
1246655876.23,hNfoS6lxYV,L1,Tomte
1250402940.754,qIjjYYN8JL,L1,Tomte
1243144614.645,FLc1QiUTmx,L1,Tomte
1252800077.598,1bTLWD6zDC,L1,Tomte
1246163022.551,FXSKTXRAks,L1,Tomte
1251986902.715,un2f9vie21,L1,Tomte
1238594985.105,x515m4neCa,L1,Tomte
1246799131.973,MqMydVT39z,L1,Tomte
1244425350.254,k0IHSEyixA,L1,Tomte
1252716574.027,ASpoawTszq,L1,Tomte
1249294882.699,Rj1OBTPlFi,L1,Tomte
1251548119.262,Qhrpj4JjCD,L1,Tomte
1241213684.715,xmJ3kNKoh1,L1,Tomte
1239864852.746,7rDrxT3SPZ,L1,Tomte
1248108802.809,rq8LekG4BA,L1,Tomte
1250982889.621,Cd3j8QOQZT,L1,Tomte
1250984357.316,xKvTIrX70k,L1,Tomte
1240301482.926,VzPvjPh702,L1,Tomte
1251441024.707,y3qK7M1uW4,L1,Tomte
1248652387.941,jQPdksn249,L1,Tomte
1248198899.432,Skuc1u8f3Y,L1,Tomte
1241240214.66,6FZd7axaD2,L1,Tomte
1247550803.441,RgQPq73ODT,L1,Tomte
1239504093.215,LGz3rSJaGG,L1,Tomte
1249242004.004,uyMfbIJes4,L1,Tomte
1246359400.465,y54CVnq0i8,L1,Tomte
1250132543.09,b707ivpZNu,L1,Tomte
1251456002.051,73Rll8g13O,L1,Tomte
1245666656.207,no3mgAbLI1,L1,Tomte
1251798616.965,9bIv84yrgF,L1,Tomte
1252597939.293,dIxxe89ZRl,L1,Tomte
1253801996.488,qjFRw2c8hE,L1,Tomte
1252053589.574,zjjSVZmEUL,L1,Tomte
1251419205.832,1Rvg5YO9EB,L1,Tomte
1248375421.408,vcOMfc6vwT,L1,Tomte
1252912666.84,Od5JUhXwFY,L1,Tomte
1245133030.295,ohgXEgDJdZ,L1,Tomte
1246171928.949,LlkUsxZHze,L1,Tomte
1238326222.734,DijGQ0w1mo,L1,Fast_Scattering
1251073495.668,ze3HjOtpTG,L1,Tomte
1250668592.832,onWlSKuFPO,L1,Tomte
1250247328.84,eKp83osOiW,L1,Tomte
1253729276.504,AVEHqWhtIJ,L1,Tomte
1253617242.412,hYtFdmeUrh,L1,Tomte
1250225043.988,OdNTCkPek5,L1,Tomte
1245766253.551,h74ERaktMc,L1,Tomte
1250417307.473,005aSk44ow,L1,Tomte
1253348609.145,RyfOMH6lck,L1,Tomte
1242368826.762,8xGtmV4hHo,L1,Tomte
1243742806.184,CBkXZcvSvw,L1,Tomte
1253000332.277,ZWcJPXjOUe,L1,Tomte
1243991584.41,b1qlIJXwAx,L1,Tomte
1251334996.051,vS57k6QK5m,L1,Tomte
1250324574.652,4DcPuH74rH,L1,Tomte
1241133680.566,chLHR0BN2e,L1,Tomte
1242684553.816,Uai4UFBc3T,L1,Tomte
1252669397.488,44bOQdul9D,L1,Tomte
1251347880.855,XhVf1xXv9N,L1,Tomte
1250341038.02,2UG5N6by1o,L1,Tomte
1243415025.941,NK2Ypngk4k,L1,Tomte
1247720195.215,4VbwOYVvhF,L1,Tomte
1250309521.586,9E43O9RcfB,L1,Tomte
1240145193.59,vVN0gfai9V,L1,Tomte
1251948864.473,TcJF7lWIIh,L1,Tomte
1252790039.785,kz6uxs3CGi,L1,Tomte
1248997597.707,DQBOoTllG5,L1,Tomte
1249347996.621,yoKy7m2QWT,L1,Tomte
1251434544.033,WjSCvBzcYe,L1,Tomte
1244722314.129,hJEbetx5Z3,L1,Tomte
1249017346.504,e8QJpr8Qkr,L1,Tomte
1252753770.934,jKhYHuWKrk,L1,Tomte
1248968307.262,rnKIHK1ach,L1,Tomte
1241711101.473,HZvJ9kiqGn,L1,Tomte
1251885806.637,ukCgZsp1ZM,L1,Tomte
1243682395.203,a7II2aDEnO,L1,Fast_Scattering
1245144371.547,Osu6ufm7Sm,L1,Fast_Scattering
1253946022.582,Brp7fWqHB6,L1,Tomte
1251151828.621,GZmDmgqf4y,L1,Tomte
1253263891.146,TenVaCWbX7,L1,Tomte
1239737657.047,RZ9UEKy0YE,L1,Fast_Scattering
1245589176.889,IgaoDAxFkJ,L1,Whistle
1250616469.238,rnnst3r7ws,L1,Tomte
1239634982.078,bHRzMQFggo,L1,Fast_Scattering
1244442238.082,ZMkux9mf5M,L1,Tomte
1245773928.359,kFCSXHA5jq,L1,Fast_Scattering
1243252039.359,dL9XKt4rkM,L1,Fast_Scattering
1250922652.973,OWOiDvRNiV,L1,Tomte
1248291487.297,GiegMQEEuB,L1,Fast_Scattering
1243429941.297,yWRPsZZEvj,L1,Fast_Scattering
1240917568.328,SS4AW2zSxK,L1,Fast_Scattering
1239787692.961,jR9kWclOiH,L1,Fast_Scattering
1249513679.969,calhHqEGeE,L1,Power_Line
1239993764.266,cIkG17iovC,L1,Fast_Scattering
1239800908.535,azfgwdl9jx,L1,Tomte
1252961821.898,CV1T8O2RHN,L1,Fast_Scattering
1238247934.266,n1DCKg6Tan,L1,Fast_Scattering
1253329533.172,jwWZ56XjqH,L1,Fast_Scattering
1243260069.523,6kzveFQbys,L1,Fast_Scattering
1240750934.789,r41DSzjNrp,L1,Fast_Scattering
1245569517.414,LsCxQU8IyC,L1,Fast_Scattering
1239734075.352,B24yjywYuP,L1,Fast_Scattering
1240771059.797,t2rGwS1ERX,L1,Fast_Scattering
1239008817.984,XM5pyi7jrP,L1,Fast_Scattering
1239220845.891,Rm7IEFOUcE,L1,Fast_Scattering
1243619395.898,Ys74Kd3w98,L1,Fast_Scattering
1239201635.273,SPryiD4pq4,L1,Fast_Scattering
1238338625.109,B3TpqUzGql,L1,Fast_Scattering
1240000138.789,unppVQtNgp,L1,Fast_Scattering
1239196651.922,O9T97EwHfN,L1,Fast_Scattering
1250002601.172,QhZmDqmtgQ,L1,Fast_Scattering
1240724012.352,GH47SpwPPc,L1,Fast_Scattering
1243266942.734,m6SnaEkPF2,L1,Fast_Scattering
1246920872.859,ngYqOekadB,L1,Scratchy
1249997901.734,PRXsLFhdji,L1,Fast_Scattering
1243436184.078,7IwtflFpd3,L1,Fast_Scattering
1238294472.727,M7xr6SfjGJ,L1,Fast_Scattering
1244318064.703,ZOljt7IG1c,L1,Fast_Scattering
1238169072.984,nKZOJqcpsd,L1,Fast_Scattering
1243266388.68,ObFF22oKRX,L1,Fast_Scattering
1239619335.109,XUoLo0zd2V,L1,Fast_Scattering
1243689720.922,OsMZUzijzE,L1,Fast_Scattering
1243407957.766,3K7qQPJURw,L1,Fast_Scattering
1243623794.328,MiaaXQhJEM,L1,Fast_Scattering
1249966316.391,AnaAKIR6YH,L1,Fast_Scattering
1243408715.297,yaBE1Gte9M,L1,Fast_Scattering
1246921008.947,1LFbwHolNc,L1,Scratchy
1239994602.859,MJ25GXU9Nt,L1,Fast_Scattering
1243253816.164,iu7GnppxvV,L1,Fast_Scattering
1239999763.109,O8hMtBvpRd,L1,Fast_Scattering
1243535526.578,UOwIhpnAYd,L1,Fast_Scattering
1246936629.281,0UcACkrEJw,L1,Scratchy
1246921673.719,jvCFRdC0Wk,L1,Scratchy
1245569505.297,ih7GTHeWUh,L1,Fast_Scattering
1238341527.891,LbVEVulIkJ,L1,Fast_Scattering
1253029158.273,GbtDgrN3eA,L1,Fast_Scattering
1240751260.008,tqbNUcPqbi,L1,Fast_Scattering
1243442178.227,UT7fZttMpV,L1,Fast_Scattering
1253329519.859,hsTMhWvgFF,L1,Fast_Scattering
1238327103.898,thBvuojSP2,L1,Fast_Scattering
1239395217.648,HG3ZGrjgIt,L1,Fast_Scattering
1242916605.023,8GGMAzkN42,L1,Fast_Scattering
1248324811.664,eW0lwl0QE0,L1,Fast_Scattering
1246921093.422,pjObrq8ba1,L1,Scratchy
1246920995.547,5nN4EJqoIC,L1,Scratchy
1251137448.273,H6yglqo2Nz,L1,Fast_Scattering
1243612824.359,rwcvtRA6hd,L1,Fast_Scattering
1246920904.82,9Hc0mSROrk,L1,Scratchy
1245132070.797,tDEgz0aYsK,L1,Fast_Scattering
1243254230.484,szYFGWKPa7,L1,Fast_Scattering
1240933589.055,7BRBp7ylx7,L1,Fast_Scattering
1243263569.32,MzwewXUD6U,L1,Fast_Scattering
1243602280.359,gJepZFSdq2,L1,Fast_Scattering
1250106204.891,Zsu1IlCVZU,L1,Fast_Scattering
1240769381.984,o1UucmYyuE,L1,Fast_Scattering
1246920901.67,o5o85lPzBT,L1,Scratchy
1239130649.078,YaGBsW28a8,L1,Fast_Scattering
1243263550.93,AnnSabb2IA,L1,Fast_Scattering
1240748029.234,2Wv6weVTln,L1,Fast_Scattering
1239203101.211,IrLMLnQ7hv,L1,Fast_Scattering
1238363123.984,RTUNIoJTKM,L1,Fast_Scattering
1243594541.93,WyltIwEqCq,L1,Fast_Scattering
1242662299.148,RU6CTCgP38,L1,Fast_Scattering
1239130515.828,YsKozaLPpq,L1,Fast_Scattering
1243252912.641,FOgU2A1IQR,L1,Fast_Scattering
1239636693.703,QsEEXTKdgi,L1,Fast_Scattering
1250440105.008,cmXQRsgOY9,L1,Fast_Scattering
1246920898.977,AkhElnkvpc,L1,Scratchy
1243432732.492,gJvT99h7ac,L1,Fast_Scattering
1243252914.563,zqWs7u6AEK,L1,Fast_Scattering
1239770872.039,kToBFqPIqx,L1,Fast_Scattering
1243263516.391,1ahTDzagsD,L1,Fast_Scattering
1243351231.859,CrQZH8GqSu,L1,Fast_Scattering
1243454401.266,TdZOK9eKgy,L1,Fast_Scattering
1243266151.828,G0Ct2YUtTV,L1,Fast_Scattering
1243685201.133,OlO20OMmBX,L1,Fast_Scattering
1239993647.922,MivPoyeKLU,L1,Fast_Scattering
1238356564.242,SdvKyY8XjE,L1,Fast_Scattering
1243361590.531,hC5bH6yXSB,L1,Fast_Scattering
1238849935.383,MAZO0sGWh2,L1,Fast_Scattering
1243449416.93,l2jAkz1B5G,L1,Fast_Scattering
1239210967.742,3y3P2d078W,L1,Fast_Scattering
1249966425.672,hC9DkJxswP,L1,Fast_Scattering
1239993762.078,mTfzo9xAMA,L1,Fast_Scattering
1246922018.436,3f9DlNw39N,L1,Scratchy
1243606986.203,mEpsXXOZ2W,L1,Fast_Scattering
1253108219.922,bSLL3urqk0,L1,Fast_Scattering
1246920927.719,eNwE5RZby1,L1,Scratchy
1243624821.422,uGrUmmr6FV,L1,Fast_Scattering
1243605639.977,e1PCTWSLrY,L1,Fast_Scattering
1243625651.266,bgAYu38BAd,L1,Fast_Scattering
1243691939.109,UpJC4c0t8g,L1,Fast_Scattering
1243266168.234,TxAW3CDDgy,L1,Fast_Scattering
1251055671.758,jkpOYijQoJ,L1,Fast_Scattering
1246921544.766,EeoUS9Ty0y,L1,Scratchy
1239203104.086,DOfdGAgUp5,L1,Fast_Scattering
1250440143.945,zbnEbFRyVS,L1,Fast_Scattering
1246920934.953,CZvQiK7uro,L1,Scratchy
1243631714.109,WFLEPtGcVj,L1,Fast_Scattering
1238349831.391,MdvpPJAjF9,L1,Fast_Scattering
1239198765.859,kdjyjo4ayI,L1,Fast_Scattering
1248965225.922,6hjzQEYAHW,L1,Fast_Scattering
1246923360.633,6j43vUrbGt,L1,Scratchy
1239207339.391,q9wW1UDBQk,L1,Fast_Scattering
1246920907.477,b8ap9toMLZ,L1,Scratchy
1239212320.789,jC5CjfMLDt,L1,Fast_Scattering
1246920922.859,N9ivCDGhct,L1,Scratchy
1240771069.516,bg69qbvkoh,L1,Fast_Scattering
1243601668.859,1mxwJYugMW,L1,Fast_Scattering
1246936679.977,Vsq2nHtcbl,L1,Scratchy
1243435133.078,QY2httoTpl,L1,Fast_Scattering
1239130511.055,g7pXWq4mqP,L1,Fast_Scattering
1242316121.766,hMkCJsfamF,L1,Fast_Scattering
1240920414.609,yd2GhLBeX2,L1,Fast_Scattering
1253211292.484,FxzHdrgaAJ,L1,Fast_Scattering
1243629450.055,874fcPygDz,L1,Fast_Scattering
1251056084.945,2OkVGR5NHr,L1,Fast_Scattering
1248242493.102,Ih0emEviI7,L1,Fast_Scattering
1238184191.547,kalOSBjjGM,L1,Fast_Scattering
1243587833.047,mc7JMVkdPa,L1,Fast_Scattering
1243621935.234,asvvGLJT88,L1,Fast_Scattering
1243255413.43,iqkBqoXPsa,L1,Fast_Scattering
1243615678.773,pAQBRlZY1r,L1,Fast_Scattering
1245312724.594,CuARQRNpFx,L1,Low_Frequency_Burst
1238267938.609,FzBPLSICFq,L1,Fast_Scattering
1243337090.602,qa2dkdThSW,L1,Fast_Scattering
1243257891.758,pqrrEVmEIN,L1,Fast_Scattering
1243623743.359,DsjvbpodQD,L1,Fast_Scattering
1250438747.203,Dx35nSA3eV,L1,Fast_Scattering
1244674074.422,KWqN2O9Wil,L1,Fast_Scattering
1243623685.07,HavN2FzpZn,L1,Fast_Scattering
1242316129.641,ERwZuHzBGS,L1,Fast_Scattering
1246920933.392,ZjsksrLPR4,L1,Scratchy
1238325807.516,ieyl0UbhzW,L1,Fast_Scattering
1243443964.797,Fpu2gXMJL7,L1,Fast_Scattering
1240765950.484,zhxsypPgqA,L1,Fast_Scattering
1238355127.422,t6PToUTTqh,L1,Fast_Scattering
1243623807.805,y1KVWtH4lq,L1,Fast_Scattering
1243133114.484,rLTVvuqHgO,L1,Fast_Scattering
1243079043.273,fs5AH1VZDj,L1,Fast_Scattering
1250592427.516,R8WVsVEhIf,L1,Fast_Scattering
1243436390.047,a2gRDyopJi,L1,Fast_Scattering
1243266944.641,PUqMN9Bz5Q,L1,Fast_Scattering
1242316012.047,ILkwGAymPX,L1,Fast_Scattering
1245716539.797,cne5bozu0D,L1,Low_Frequency_Burst
1246923028.416,CtAOnK9S59,L1,Scratchy
1243253894.148,PGVWTN9ErY,L1,Fast_Scattering
1238328100.883,Tzvy09xBFS,L1,Fast_Scattering
1246921261.219,LJXSqF2QdN,L1,Scratchy
1239787484.141,IOTZFK3IPw,L1,Fast_Scattering
1244667351.969,xN5bdSa4dV,L1,Scratchy
1252958337.578,rMk10uHzGy,L1,Low_Frequency_Burst
1238548138.461,TMWeKsRHFk,L1,Fast_Scattering
1243682093.916,cuS0GQ9UGY,L1,Blip_Low_Frequency
